id_report,date_report,description,created_date,lat,lon
171,06/19/2009 12:00:00 AM,Poaching incident,2009/04/22 12:00:00 AM,-6.963141707, 34.86428301
223,06/19/2009 12:00:00 AM,Poaching incident,2009/06/19 12:00:00 AM,-8.525638329, 34.39392731
35,06/20/2009 12:00:00 AM,Poaching incident,2009/06/19 12:00:00 AM,-7.94145, 33.62114
74,06/20/2009 12:00:00 AM,Poaching incident,2009/06/19 12:00:00 AM,-8.44773933, 33.78714945
129,06/20/2009 12:00:00 AM,Poaching incident,2009/06/19 12:00:00 AM,-7.025749083, 35.00110613
172,06/20/2009 12:00:00 AM,Poaching incident,2009/07/18 12:00:00 AM,-7.026881709, 34.98805738
224,06/20/2009 12:00:00 AM,Poaching incident,2009/07/19 12:00:00 AM,-8.491872548, 34.3785196
36,06/21/2009 12:00:00 AM,Poaching incident,2009/07/20 12:00:00 AM,-8.02771, 34.76068
75,06/21/2009 12:00:00 AM,Poaching incident,2009/07/20 12:00:00 AM,-8.007060099, 34.77574568
130,06/21/2009 12:00:00 AM,Poaching incident,2009/08/20 12:00:00 AM,-7.036742667, 34.96855908
173,06/21/2009 12:00:00 AM,Poaching incident,2009/08/21 12:00:00 AM,-7.293687513, 35.40055882
225,06/21/2009 12:00:00 AM,Poaching incident,2009/08/22 12:00:00 AM,-8.0982006, 34.73173422
31,12/16/2009 12:00:00 AM,Poaching incident,2009/09/21 12:00:00 AM,-7.36454, 34.42048
70,12/16/2009 12:00:00 AM,Poaching incident,2009/09/22 12:00:00 AM,-7.975610807, 34.01731531
125,12/16/2009 12:00:00 AM,Poaching incident,2009/10/17 12:00:00 AM,-7.206411849, 35.25184742
168,12/16/2009 12:00:00 AM,Poaching incident,2009/10/18 12:00:00 AM,-6.993654888, 34.84409948
220,12/16/2009 12:00:00 AM,Poaching incident,2009/10/19 12:00:00 AM,-8.539226329, 33.76542432
32,12/17/2009 12:00:00 AM,Poaching incident,2009/10/20 12:00:00 AM,-8.38422, 33.79694
71,12/17/2009 12:00:00 AM,Poaching incident,2009/10/21 12:00:00 AM,-7.949410644, 33.98158148
126,12/17/2009 12:00:00 AM,Poaching incident,2009/11/17 12:00:00 AM,-7.263432857, 35.24397897
169,12/17/2009 12:00:00 AM,Poaching incident,2009/11/18 12:00:00 AM,-6.925723257, 34.91996324
221,12/17/2009 12:00:00 AM,Poaching incident,2009/11/19 12:00:00 AM,-8.505543028, 34.33780491
33,12/18/2009 12:00:00 AM,Poaching incident,2009/12/16 12:00:00 AM,-8.35122, 33.79924
72,12/18/2009 12:00:00 AM,Poaching incident,2009/12/16 12:00:00 AM,-7.935351228, 34.04047759
127,12/18/2009 12:00:00 AM,Poaching incident,2009/12/16 12:00:00 AM,-7.325468282, 35.31765743
170,12/18/2009 12:00:00 AM,Poaching incident,2009/12/16 12:00:00 AM,-6.977967348, 34.9607806
222,12/18/2009 12:00:00 AM,Poaching incident,2009/12/16 12:00:00 AM,-8.522563364, 34.305591
96,01/05/2010 12:00:00 AM,Poaching incident,2010/01/05 12:00:00 AM,-7.639351, 34.592832
21,08/06/2010 12:00:00 AM,Poaching incident,2010/01/06 12:00:00 AM,-7.07705, 35.05394
60,08/06/2010 12:00:00 AM,Poaching incident,2010/01/07 12:00:00 AM,-7.667204883, 34.72317807
115,08/06/2010 12:00:00 AM,Poaching incident,2010/01/08 12:00:00 AM,-7.987171067, 34.84489859
158,08/06/2010 12:00:00 AM,Poaching incident,2010/02/07 12:00:00 AM,-7.335147815, 34.99702355
210,08/06/2010 12:00:00 AM,Poaching incident,2010/03/06 12:00:00 AM,-8.630465084, 33.8114893
262,08/06/2010 12:00:00 AM,Poaching incident,2010/03/07 12:00:00 AM,-8.160142564, 33.87161512
22,08/07/2010 12:00:00 AM,Poaching incident,2010/03/08 12:00:00 AM,-7.31712, 35.09984
61,08/07/2010 12:00:00 AM,Poaching incident,2010/04/07 12:00:00 AM,-7.67193477, 34.69995658
116,08/07/2010 12:00:00 AM,Poaching incident,2010/04/08 12:00:00 AM,-8.00643232, 34.7850905
159,08/07/2010 12:00:00 AM,Poaching incident,2010/04/09 12:00:00 AM,-8.101469033, 34.59394759
211,08/07/2010 12:00:00 AM,Poaching incident,2010/06/07 12:00:00 AM,-8.638592886, 33.95425091
263,08/07/2010 12:00:00 AM,Poaching incident,2010/06/07 12:00:00 AM,-8.127917635, 33.91227621
23,08/22/2010 12:00:00 AM,Poaching incident,2010/07/22 12:00:00 AM,-7.60377, 34.72821
62,08/22/2010 12:00:00 AM,Poaching incident,2010/08/22 12:00:00 AM,-7.675153841, 34.66743194
117,08/22/2010 12:00:00 AM,Poaching incident,2010/08/22 12:00:00 AM,-8.085115742, 34.79088096
160,08/22/2010 12:00:00 AM,Poaching incident,2010/09/22 12:00:00 AM,-7.986987874, 34.40739235
212,08/22/2010 12:00:00 AM,Poaching incident,2010/09/23 12:00:00 AM,-8.589303455, 34.04757573
264,08/22/2010 12:00:00 AM,Poaching incident,2010/09/24 12:00:00 AM,-8.063490321, 33.98000411
24,08/23/2010 12:00:00 AM,Poaching incident,2010/10/23 12:00:00 AM,-7.78324, 34.62501
63,08/23/2010 12:00:00 AM,Poaching incident,2010/10/24 12:00:00 AM,-7.665508604, 34.76035495
118,08/23/2010 12:00:00 AM,Poaching incident,2010/11/23 12:00:00 AM,-8.063198536, 34.83707311
161,08/23/2010 12:00:00 AM,Poaching incident,2010/11/24 12:00:00 AM,-7.892061495, 34.05094025
213,08/23/2010 12:00:00 AM,Poaching incident,2010/11/25 12:00:00 AM,-8.595862644, 34.12065276
265,08/23/2010 12:00:00 AM,Poaching incident,2010/12/23 12:00:00 AM,-8.647204709, 33.88969698
18,02/03/2011 12:00:00 AM,Poaching incident,2011/01/03 12:00:00 AM,-8.03665, 34.25016
57,02/03/2011 12:00:00 AM,Poaching incident,2011/01/04 12:00:00 AM,-7.505116536, 34.66522808
112,02/03/2011 12:00:00 AM,Poaching incident,2011/01/05 12:00:00 AM,-7.95816888, 33.66579247
155,02/03/2011 12:00:00 AM,Poaching incident,2011/02/03 12:00:00 AM,-7.567548221, 34.57652582
207,02/03/2011 12:00:00 AM,Poaching incident,2011/02/03 12:00:00 AM,-8.559581936, 33.73488224
259,02/03/2011 12:00:00 AM,Poaching incident,2011/02/03 12:00:00 AM,-7.985784758, 33.93910216
19,02/04/2011 12:00:00 AM,Poaching incident,2011/03/04 12:00:00 AM,-7.25315, 34.6136
58,02/04/2011 12:00:00 AM,Poaching incident,2011/03/05 12:00:00 AM,-7.432145593, 34.74702327
113,02/04/2011 12:00:00 AM,Poaching incident,2011/03/06 12:00:00 AM,-7.928243611, 33.70114461
156,02/04/2011 12:00:00 AM,Poaching incident,2011/03/20 12:00:00 AM,-7.14090964, 34.70816835
208,02/04/2011 12:00:00 AM,Poaching incident,2011/03/21 12:00:00 AM,-8.469829806, 33.7907661
260,02/04/2011 12:00:00 AM,Poaching incident,2011/03/22 12:00:00 AM,-8.085726856, 33.86975767
20,02/05/2011 12:00:00 AM,Poaching incident,2011/03/23 12:00:00 AM,-7.08495, 34.85827
59,02/05/2011 12:00:00 AM,Poaching incident,2011/03/24 12:00:00 AM,-7.448232012, 34.57983745
114,02/05/2011 12:00:00 AM,Poaching incident,2011/03/25 12:00:00 AM,-7.990711014, 33.69035676
157,02/05/2011 12:00:00 AM,Poaching incident,2011/03/26 12:00:00 AM,-7.356101527, 35.16019262
209,02/05/2011 12:00:00 AM,Poaching incident,2011/03/27 12:00:00 AM,-8.642415731, 33.75713421
261,02/05/2011 12:00:00 AM,Poaching incident,2011/03/28 12:00:00 AM,-8.14332147, 33.82745153
40,11/07/2011 12:00:00 AM,Poaching incident,2011/03/29 12:00:00 AM,-7.857451, 34.69926
97,01/06/2012 12:00:00 AM,Poaching incident,2011/03/30 12:00:00 AM,-7.765057, 34.437652
88,01/13/2012 12:00:00 AM,Poaching incident,2011/06/04 12:00:00 AM,-7.375092934, 34.24199792
186,01/13/2012 12:00:00 AM,Poaching incident,2011/06/04 12:00:00 AM,-7.4441276, 34.65960795
238,01/13/2012 12:00:00 AM,Poaching incident,2011/08/05 12:00:00 AM,-7.983972961, 34.54298877
92,02/20/2012 12:00:00 AM,Poaching incident,2011/09/04 12:00:00 AM,-7.140093153, 34.71803745
190,02/20/2012 12:00:00 AM,Poaching incident,2011/09/05 12:00:00 AM,-7.497495042, 34.38535098
242,02/20/2012 12:00:00 AM,Poaching incident,2011/10/05 12:00:00 AM,-7.96958121, 34.30208173
94,04/22/2012 12:00:00 AM,Poaching incident,2011/10/06 12:00:00 AM,-7.210022971, 34.6176941
192,04/22/2012 12:00:00 AM,Poaching incident,2011/11/05 12:00:00 AM,-7.426489886, 34.37835152
244,04/22/2012 12:00:00 AM,Poaching incident,2011/12/05 12:00:00 AM,-7.893600311, 34.26283629
89,05/17/2012 12:00:00 AM,Poaching incident,2011/12/06 12:00:00 AM,-7.388938663, 34.26681532
187,05/17/2012 12:00:00 AM,Poaching incident,2012/01/06 12:00:00 AM,-7.398261969, 34.71532729
239,05/17/2012 12:00:00 AM,Poaching incident,2012/01/13 12:00:00 AM,-8.016189033, 34.51936225
15,05/22/2012 12:00:00 AM,Poaching incident,2012/01/13 12:00:00 AM,-7.5867, 34.20159
54,05/22/2012 12:00:00 AM,Poaching incident,2012/01/13 12:00:00 AM,-7.21190353, 35.26612441
109,05/22/2012 12:00:00 AM,Poaching incident,2012/02/20 12:00:00 AM,-8.207759899, 33.78064975
152,05/22/2012 12:00:00 AM,Poaching incident,2012/02/20 12:00:00 AM,-8.087924703, 34.76910871
204,05/22/2012 12:00:00 AM,Poaching incident,2012/02/20 12:00:00 AM,-8.101307188, 33.68141833
256,05/22/2012 12:00:00 AM,Poaching incident,2012/04/22 12:00:00 AM,-7.638460367, 34.1824121
16,05/23/2012 12:00:00 AM,Poaching incident,2012/04/22 12:00:00 AM,-7.88668, 33.92358
55,05/23/2012 12:00:00 AM,Poaching incident,2012/04/22 12:00:00 AM,-7.334199614, 35.22340278
110,05/23/2012 12:00:00 AM,Poaching incident,2012/05/17 12:00:00 AM,-7.917449538, 33.66028085
153,05/23/2012 12:00:00 AM,Poaching incident,2012/05/17 12:00:00 AM,-7.621796326, 34.58760481
205,05/23/2012 12:00:00 AM,Poaching incident,2012/05/17 12:00:00 AM,-8.22778146, 33.8785525
257,05/23/2012 12:00:00 AM,Poaching incident,2012/05/22 12:00:00 AM,-7.648783834, 34.1163343
90,06/08/2012 12:00:00 AM,Poaching incident,2012/05/22 12:00:00 AM,-7.403034199, 34.2018087
188,06/08/2012 12:00:00 AM,Poaching incident,2012/05/22 12:00:00 AM,-7.463630346, 34.3987974
240,06/08/2012 12:00:00 AM,Poaching incident,2012/05/23 12:00:00 AM,-7.999415094, 34.48198333
93,07/01/2012 12:00:00 AM,Poaching incident,2012/05/23 12:00:00 AM,-7.188208329, 34.66559629
191,07/01/2012 12:00:00 AM,Poaching incident,2012/05/23 12:00:00 AM,-7.431418754, 34.42410551
243,07/01/2012 12:00:00 AM,Poaching incident,2012/05/23 12:00:00 AM,-7.874809329, 34.32382988
17,07/14/2012 12:00:00 AM,Poaching incident,2012/05/23 12:00:00 AM,-7.87044, 33.80065
56,07/14/2012 12:00:00 AM,Poaching incident,2012/06/08 12:00:00 AM,-7.436978383, 35.06136109
86,07/14/2012 12:00:00 AM,Poaching incident,2012/06/08 12:00:00 AM,-7.900573171, 33.65271207
111,07/14/2012 12:00:00 AM,Poaching incident,2012/06/08 12:00:00 AM,-7.996207619, 33.6495126
154,07/14/2012 12:00:00 AM,Poaching incident,2012/06/22 12:00:00 AM,-7.512750796, 34.71230468
184,07/14/2012 12:00:00 AM,Poaching incident,2012/06/23 12:00:00 AM,-7.477932524, 34.66312337
206,07/14/2012 12:00:00 AM,Poaching incident,2012/06/24 12:00:00 AM,-8.623898603, 33.71121538
236,07/14/2012 12:00:00 AM,Poaching incident,2012/06/25 12:00:00 AM,-7.953881511, 34.87017712
258,07/14/2012 12:00:00 AM,Poaching incident,2012/07/01 12:00:00 AM,-7.699634147, 34.07239008
91,07/19/2012 12:00:00 AM,Poaching incident,2012/07/01 12:00:00 AM,-7.351337525, 34.43084796
189,07/19/2012 12:00:00 AM,Poaching incident,2012/07/01 12:00:00 AM,-7.473877773, 34.36664018
241,07/19/2012 12:00:00 AM,Poaching incident,2012/07/14 12:00:00 AM,-7.960461449, 34.49880364
87,09/11/2012 12:00:00 AM,Poaching incident,2012/07/14 12:00:00 AM,-7.439039854, 34.02532905
185,09/11/2012 12:00:00 AM,Poaching incident,2012/07/14 12:00:00 AM,-7.491580007, 34.63098781
237,09/11/2012 12:00:00 AM,Poaching incident,2012/07/14 12:00:00 AM,-7.976977145, 34.60402093
3,01/11/2013 12:00:00 AM,Poaching incident,2012/07/14 12:00:00 AM,-7.909192, 34.07989
25,04/10/2013 12:00:00 AM,Poaching incident,2012/07/15 12:00:00 AM,-8.05008, 34.46532
64,04/10/2013 12:00:00 AM,Poaching incident,2012/07/16 12:00:00 AM,-7.832968573, 34.63240331
119,04/10/2013 12:00:00 AM,Poaching incident,2012/07/17 12:00:00 AM,-7.760649909, 34.471107
162,04/10/2013 12:00:00 AM,Poaching incident,2012/07/18 12:00:00 AM,-8.166267317, 34.36948939
214,04/10/2013 12:00:00 AM,Poaching incident,2012/07/19 12:00:00 AM,-8.572307063, 34.07811032
266,04/10/2013 12:00:00 AM,Poaching incident,2012/07/20 12:00:00 AM,-8.643861215, 33.87269553
26,04/11/2013 12:00:00 AM,Poaching incident,2012/08/19 12:00:00 AM,-7.61552, 33.98912
65,04/11/2013 12:00:00 AM,Poaching incident,2012/08/20 12:00:00 AM,-7.808114023, 34.66330498
120,04/11/2013 12:00:00 AM,Poaching incident,2012/08/21 12:00:00 AM,-7.012803557, 34.84894751
163,04/11/2013 12:00:00 AM,Poaching incident,2012/09/11 12:00:00 AM,-7.849110746, 34.83908515
215,04/11/2013 12:00:00 AM,Poaching incident,2012/09/11 12:00:00 AM,-8.56545571, 34.10867135
267,04/11/2013 12:00:00 AM,Poaching incident,2012/11/14 12:00:00 AM,-8.606683125, 33.85901659
27,04/12/2013 12:00:00 AM,Poaching incident,2012/11/15 12:00:00 AM,-7.64139, 34.01044
66,04/12/2013 12:00:00 AM,Poaching incident,2012/12/14 12:00:00 AM,-7.839569861, 34.52082299
121,04/12/2013 12:00:00 AM,Poaching incident,2012/12/15 12:00:00 AM,-7.392152804, 34.24688747
164,04/12/2013 12:00:00 AM,Poaching incident,2012/12/16 12:00:00 AM,-7.399863658, 34.23089349
216,04/12/2013 12:00:00 AM,Poaching incident,2012/12/17 12:00:00 AM,-8.540159931, 34.08311631
268,04/12/2013 12:00:00 AM,Poaching incident,2013/01/11 12:00:00 AM,-7.964059385, 33.81521246
28,04/13/2013 12:00:00 AM,Poaching incident,2013/04/10 12:00:00 AM,-7.65092, 33.96322
67,04/13/2013 12:00:00 AM,Poaching incident,2013/04/10 12:00:00 AM,-7.807820388, 34.30679726
122,04/13/2013 12:00:00 AM,Poaching incident,2013/04/10 12:00:00 AM,-7.254882607, 35.32544508
165,04/13/2013 12:00:00 AM,Poaching incident,2013/04/10 12:00:00 AM,-7.263503723, 34.57427602
217,04/13/2013 12:00:00 AM,Poaching incident,2013/04/10 12:00:00 AM,-8.555446635, 34.05937522
29,07/14/2013 12:00:00 AM,Poaching incident,2013/04/10 12:00:00 AM,-7.42404, 34.22239
68,07/14/2013 12:00:00 AM,Poaching incident,2013/04/11 12:00:00 AM,-8.063176931, 34.22539439
123,07/14/2013 12:00:00 AM,Poaching incident,2013/04/11 12:00:00 AM,-7.281689246, 35.38807346
166,07/14/2013 12:00:00 AM,Poaching incident,2013/04/11 12:00:00 AM,-7.083560463, 34.76829678
218,07/14/2013 12:00:00 AM,Poaching incident,2013/04/11 12:00:00 AM,-8.611798376, 33.84033658
30,07/15/2013 12:00:00 AM,Poaching incident,2013/04/11 12:00:00 AM,-7.34092, 34.43929
69,07/15/2013 12:00:00 AM,Poaching incident,2013/04/11 12:00:00 AM,-8.120758881, 34.09369886
124,07/15/2013 12:00:00 AM,Poaching incident,2013/04/12 12:00:00 AM,-7.282028747, 35.32286771
167,07/15/2013 12:00:00 AM,Poaching incident,2013/04/12 12:00:00 AM,-7.005157508, 34.92705441
219,07/15/2013 12:00:00 AM,Poaching incident,2013/04/12 12:00:00 AM,-8.58650823, 33.8029
1,01/09/2014 12:00:00 AM,Poaching incident,2013/04/12 12:00:00 AM,-8.216359, 34.158548
42,10/12/2014 12:00:00 AM,Poaching incident,2013/04/12 12:00:00 AM,-8.256359, 33.442307
41,01/08/2015 12:00:00 AM,Poaching incident,2013/04/12 12:00:00 AM,-8.031426, 34.691372
5,01/21/2015 12:00:00 AM,Poaching incident,2013/04/13 12:00:00 AM,-7.65436, 34.38063
44,01/21/2015 12:00:00 AM,Poaching incident,2013/04/13 12:00:00 AM,-8.044784209, 33.67661761
99,01/21/2015 12:00:00 AM,Poaching incident,2013/04/13 12:00:00 AM,-7.713217057, 33.97022543
142,01/21/2015 12:00:00 AM,Poaching incident,2013/04/13 12:00:00 AM,-7.935910267, 33.94351063
194,01/21/2015 12:00:00 AM,Poaching incident,2013/04/13 12:00:00 AM,-7.447518556, 34.11751248
246,01/21/2015 12:00:00 AM,Poaching incident,2013/07/14 12:00:00 AM,-8.024113451, 34.16314164
13,01/29/2015 12:00:00 AM,Poaching incident,2013/07/14 12:00:00 AM,-7.94262, 34.82647
52,01/29/2015 12:00:00 AM,Poaching incident,2013/07/14 12:00:00 AM,-7.028346711, 34.83520209
107,01/29/2015 12:00:00 AM,Poaching incident,2014/01/09 12:00:00 AM,-7.611664112, 34.37537888
150,01/29/2015 12:00:00 AM,Poaching incident,2014/11/12 12:00:00 AM,-8.479283736, 33.77300851
202,01/29/2015 12:00:00 AM,Poaching incident,2014/11/13 12:00:00 AM,-7.879731835, 33.6793548
254,01/29/2015 12:00:00 AM,Poaching incident,2014/10/14 12:00:00 AM,-7.692617573, 35.0655827
37,03/22/2015 12:00:00 AM,Poaching incident,2014/10/15 12:00:00 AM,-7.25343, 34.53338
76,03/22/2015 12:00:00 AM,Poaching incident,2014/12/16 12:00:00 AM,-8.014109431, 34.56178389
131,03/22/2015 12:00:00 AM,Poaching incident,2014/05/17 12:00:00 AM,-7.10570369, 34.68630197
174,03/22/2015 12:00:00 AM,Poaching incident,2014/06/18 12:00:00 AM,-7.201546215, 35.23930279
226,03/22/2015 12:00:00 AM,Poaching incident,2014/10/19 12:00:00 AM,-8.079346368, 34.79102549
38,03/23/2015 12:00:00 AM,Poaching incident,2014/10/20 12:00:00 AM,-7.03339, 34.78732
77,03/23/2015 12:00:00 AM,Poaching incident,2012/01/01 12:00:00 AM,-7.10766458, 35.08615961
132,03/23/2015 12:00:00 AM,Poaching incident,2012/01/02 12:00:00 AM,-7.463079955, 34.11925868
175,03/23/2015 12:00:00 AM,Poaching incident,2012/01/03 12:00:00 AM,-7.089116889, 35.06108786
227,03/23/2015 12:00:00 AM,Poaching incident,2015/01/29 12:00:00 AM,-8.111477423, 34.78947101
39,03/24/2015 12:00:00 AM,Poaching incident,2015/01/29 12:00:00 AM,-6.95298, 34.86717
78,03/24/2015 12:00:00 AM,Poaching incident,2015/01/29 12:00:00 AM,-7.276109998, 35.09002412
133,03/24/2015 12:00:00 AM,Poaching incident,2015/02/02 12:00:00 AM,-7.457816992, 34.05124986
176,03/24/2015 12:00:00 AM,Poaching incident,2015/04/03 12:00:00 AM,-7.407755486, 35.2420229
228,03/24/2015 12:00:00 AM,Poaching incident,2015/03/22 12:00:00 AM,-8.130208611, 34.75901629
14,08/12/2015 12:00:00 AM,Poaching incident,2015/03/22 12:00:00 AM,-7.83157, 34.27317
53,08/12/2015 12:00:00 AM,Poaching incident,2015/03/22 12:00:00 AM,-7.216087317, 35.03403885
108,08/12/2015 12:00:00 AM,Poaching incident,2015/03/22 12:00:00 AM,-7.976690561, 33.91909451
151,08/12/2015 12:00:00 AM,Poaching incident,2015/06/22 12:00:00 AM,-8.104766516, 33.6796527
203,08/12/2015 12:00:00 AM,Poaching incident,2015/06/23 12:00:00 AM,-7.97787375, 33.65576371
